,Category,Rating,Reviews
155,BOOKS_AND_REFERENCE,4.1,363934
156,BOOKS_AND_REFERENCE,4.7,967
157,BOOKS_AND_REFERENCE,4.2,87873
158,BOOKS_AND_REFERENCE,4.3,17506
159,BOOKS_AND_REFERENCE,3.3,1862
160,BOOKS_AND_REFERENCE,4.6,2084
161,BOOKS_AND_REFERENCE,4.8,47303
162,BOOKS_AND_REFERENCE,4.7,19080
164,BOOKS_AND_REFERENCE,4.1,85842
165,BOOKS_AND_REFERENCE,4.6,7831
166,BOOKS_AND_REFERENCE,4.1,91615
167,BOOKS_AND_REFERENCE,4.6,4620
168,BOOKS_AND_REFERENCE,4.7,21336
169,BOOKS_AND_REFERENCE,4.5,26875
170,BOOKS_AND_REFERENCE,3.9,1778
171,BOOKS_AND_REFERENCE,4.4,2709
172,BOOKS_AND_REFERENCE,4.3,64513
173,BOOKS_AND_REFERENCE,4.2,8342
174,BOOKS_AND_REFERENCE,4.5,527
175,BOOKS_AND_REFERENCE,4.4,1322
176,BOOKS_AND_REFERENCE,3.4,1680
177,BOOKS_AND_REFERENCE,4.9,2739
178,BOOKS_AND_REFERENCE,4.6,1065
179,BOOKS_AND_REFERENCE,4.4,233757
181,BOOKS_AND_REFERENCE,4.4,8788
182,BOOKS_AND_REFERENCE,4.4,51269
183,BOOKS_AND_REFERENCE,4.4,30105
184,BOOKS_AND_REFERENCE,3.5,156
186,BOOKS_AND_REFERENCE,4.4,341157
187,BUSINESS,4.1,16129
188,BUSINESS,4.3,674730
189,BUSINESS,4.4,1254730
190,BUSINESS,4.3,85185
191,BUSINESS,4.3,32584
192,BUSINESS,4.1,217730
193,BUSINESS,4.4,70991
194,BUSINESS,4.3,1002861
195,BUSINESS,3.9,16589
196,BUSINESS,4.8,148945
197,BUSINESS,4.5,4458
198,BUSINESS,4.4,62272
199,BUSINESS,4.0,8941
200,BUSINESS,4.3,46353
201,BUSINESS,4.0,1279184
202,BUSINESS,4.2,88073
203,BUSINESS,4.5,67000
204,BUSINESS,4.2,159872
205,BUSINESS,4.2,30847
206,BUSINESS,4.6,188841
207,BUSINESS,4.1,11622
208,BUSINESS,4.6,95912
209,BUSINESS,3.1,4034
210,BUSINESS,3.9,45964
211,BUSINESS,4.3,14955
212,BUSINESS,4.1,6903
213,BUSINESS,4.4,31614
214,BUSINESS,4.1,23055
215,BUSINESS,4.1,19023
216,BUSINESS,4.5,207372
217,BUSINESS,4.4,1225
218,BUSINESS,4.4,380837
219,BUSINESS,4.3,10600
220,BUSINESS,4.4,74359
221,BUSINESS,4.6,822
222,BUSINESS,4.2,80805
223,BUSINESS,4.4,2287
224,BUSINESS,4.7,4162
225,BUSINESS,3.8,14760
226,BUSINESS,3.9,23243
228,BUSINESS,4.3,8978
229,BUSINESS,4.2,80805
230,BUSINESS,4.4,42492
231,BUSINESS,4.7,286897
232,BUSINESS,4.5,103755
233,BUSINESS,4.2,46505
234,BUSINESS,4.7,11442
235,BUSINESS,4.8,10295
236,BUSINESS,4.2,159872
237,BUSINESS,4.2,296
238,BUSINESS,4.3,29313
239,BUSINESS,4.4,70991
240,BUSINESS,4.4,51507
241,BUSINESS,4.1,1802
242,BUSINESS,3.8,1383
243,BUSINESS,4.3,23175
244,BUSINESS,3.8,5868
245,BUSINESS,3.5,2111
246,BUSINESS,4.1,5448
247,BUSINESS,4.6,4159
248,BUSINESS,4.3,20815
249,BUSINESS,4.5,78662
250,BUSINESS,4.1,7149
251,BUSINESS,4.5,3079
252,BUSINESS,4.6,5800
253,BUSINESS,4.0,6989
254,BUSINESS,4.2,16422
255,BUSINESS,4.4,108741
256,BUSINESS,4.4,31614
257,BUSINESS,4.0,624
258,BUSINESS,4.2,1661
259,BUSINESS,4.2,97702
260,BUSINESS,4.1,308
261,BUSINESS,4.0,6989
262,BUSINESS,3.8,5211
263,BUSINESS,3.9,1058
264,BUSINESS,3.9,78172
265,BUSINESS,4.2,159872
266,BUSINESS,4.2,296
267,BUSINESS,4.3,29313
268,BUSINESS,4.4,70991
269,BUSINESS,4.4,51507
270,BUSINESS,4.1,1802
271,BUSINESS,3.8,1383
272,BUSINESS,4.3,23175
273,BUSINESS,3.8,5868
274,BUSINESS,3.5,2111
275,BUSINESS,4.1,5448
276,BUSINESS,4.6,4159
277,BUSINESS,4.3,20815
278,BUSINESS,4.5,78662
279,BUSINESS,4.1,7149
280,BUSINESS,4.5,3079
281,BUSINESS,4.6,5800
282,BUSINESS,4.0,6989
283,BUSINESS,4.2,16422
284,BUSINESS,4.3,8978
285,BUSINESS,4.2,80804
286,BUSINESS,4.4,42492
287,BUSINESS,4.7,286897
288,BUSINESS,4.5,103755
289,BUSINESS,4.2,46505
290,BUSINESS,4.7,11442
291,BUSINESS,4.8,10295
292,BUSINESS,4.1,217730
293,BUSINESS,4.3,1002859
294,BUSINESS,4.4,51510
295,BUSINESS,4.5,413
296,BUSINESS,4.3,23175
297,COMICS,4.5,1013635
298,COMICS,4.6,24005
299,COMICS,4.7,57106
300,COMICS,4.7,2249
301,COMICS,4.8,516
302,COMICS,3.9,834
303,COMICS,4.1,1010
304,COMICS,4.4,238970
305,COMICS,4.6,302
306,COMICS,4.5,438
307,COMICS,4.7,73
308,COMICS,4.4,39
309,COMICS,4.5,144
310,COMICS,3.9,2181
311,COMICS,3.2,93965
312,COMICS,3.2,1446
313,COMICS,4.1,12088
314,COMICS,4.5,314
315,COMICS,4.2,25671
316,COMICS,4.2,15194
317,COMICS,3.7,22551
318,COMICS,4.5,29839
319,COMICS,4.6,279
320,COMICS,4.5,564387
322,COMICS,4.7,1677
323,COMICS,4.4,757
324,COMICS,3.5,115
325,COMICS,3.3,125
326,COMICS,4.5,9952
327,COMICS,4.4,18814
328,COMICS,4.2,21
329,COMICS,5.0,15
330,COMICS,4.4,51981
331,COMICS,4.7,3596
332,COMICS,4.4,1006
333,COMICS,4.4,5968
334,COMICS,4.6,4895
335,COMMUNICATION,4.0,56642847
336,COMMUNICATION,4.4,69119316
337,COMMUNICATION,4.3,125257
338,COMMUNICATION,4.3,9642995
339,COMMUNICATION,4.4,1429035
340,COMMUNICATION,4.3,4604324
341,COMMUNICATION,4.0,3419249
342,COMMUNICATION,4.3,11334799
343,COMMUNICATION,4.3,158679
344,COMMUNICATION,4.4,3075028
345,COMMUNICATION,4.3,4187998
346,COMMUNICATION,4.3,659395
347,COMMUNICATION,4.3,4785892
348,COMMUNICATION,4.3,66602
349,COMMUNICATION,4.3,30209
350,COMMUNICATION,4.0,36901
351,COMMUNICATION,4.5,5149854
352,COMMUNICATION,4.3,192948
353,COMMUNICATION,3.7,99559
354,COMMUNICATION,4.5,437674
355,COMMUNICATION,3.9,13698
356,COMMUNICATION,4.4,2473509
357,COMMUNICATION,3.6,20769
358,COMMUNICATION,4.4,36880
359,COMMUNICATION,4.2,171031
360,COMMUNICATION,4.4,63543
361,COMMUNICATION,4.1,45487
362,COMMUNICATION,4.4,615381
363,COMMUNICATION,4.3,2451083
364,COMMUNICATION,4.2,33053
365,COMMUNICATION,4.2,5387333
366,COMMUNICATION,4.4,3648120
367,COMMUNICATION,4.4,136662
368,COMMUNICATION,3.9,42370
369,COMMUNICATION,4.2,781810
370,COMMUNICATION,4.4,3128250
371,COMMUNICATION,4.6,2083237
372,COMMUNICATION,4.3,541389
373,COMMUNICATION,4.3,46702
374,COMMUNICATION,4.4,2939
375,COMMUNICATION,3.7,13761
376,COMMUNICATION,4.3,258556
377,COMMUNICATION,3.9,40751
378,COMMUNICATION,4.5,17712922
379,COMMUNICATION,3.7,25021
380,COMMUNICATION,4.3,27187
381,COMMUNICATION,4.4,69119316
382,COMMUNICATION,4.0,56646578
383,COMMUNICATION,4.3,4785988
384,COMMUNICATION,4.0,122498
385,COMMUNICATION,4.3,11334973
386,COMMUNICATION,4.0,3419433
387,COMMUNICATION,4.1,132014
388,COMMUNICATION,4.2,83239
389,COMMUNICATION,4.2,594728
390,COMMUNICATION,4.2,5387446
391,COMMUNICATION,4.1,10484169
392,COMMUNICATION,4.4,3128509
393,COMMUNICATION,4.3,2451093
394,COMMUNICATION,4.2,171031
395,COMMUNICATION,4.4,2876500
396,COMMUNICATION,4.2,781810
397,COMMUNICATION,4.1,28238
398,COMMUNICATION,4.3,335646
399,COMMUNICATION,4.3,350154
400,COMMUNICATION,4.5,349384
401,COMMUNICATION,4.3,346982
402,COMMUNICATION,4.2,244863
403,COMMUNICATION,4.2,10790289
404,COMMUNICATION,4.5,330761
405,COMMUNICATION,4.3,37320
406,COMMUNICATION,4.3,12842860
407,COMMUNICATION,4.3,2546527
408,COMMUNICATION,4.4,36893
409,COMMUNICATION,4.2,15880
410,COMMUNICATION,4.3,346980
411,COMMUNICATION,4.3,9643041
412,COMMUNICATION,4.4,3075118
413,COMMUNICATION,4.6,2264916
414,COMMUNICATION,4.3,541389
415,COMMUNICATION,4.4,2473693
416,COMMUNICATION,4.2,42925
417,COMMUNICATION,4.5,5150471
418,COMMUNICATION,4.5,2511130
419,COMMUNICATION,4.4,3648480
420,COMMUNICATION,4.5,17714850
421,COMMUNICATION,4.1,13100
422,COMMUNICATION,4.2,27156
423,COMMUNICATION,4.1,55098
424,COMMUNICATION,4.3,1133501
425,COMMUNICATION,4.1,12578
426,COMMUNICATION,4.2,10965
427,COMMUNICATION,4.0,18247
428,COMMUNICATION,4.2,190613
429,COMMUNICATION,4.2,125232
430,COMMUNICATION,4.2,83239
431,COMMUNICATION,4.3,11334973
432,COMMUNICATION,4.3,72065
433,COMMUNICATION,4.4,27540
434,COMMUNICATION,4.2,104990
435,COMMUNICATION,4.4,177703
436,COMMUNICATION,4.1,17529
437,COMMUNICATION,4.2,177263
438,COMMUNICATION,4.8,237468
439,COMMUNICATION,4.4,32254
440,COMMUNICATION,4.4,483565
441,COMMUNICATION,4.4,552441
442,COMMUNICATION,4.0,60308
443,COMMUNICATION,4.5,457283
444,COMMUNICATION,4.4,93825
445,COMMUNICATION,4.1,32283
446,COMMUNICATION,4.2,15287
447,COMMUNICATION,4.5,205739
448,COMMUNICATION,4.3,14873
449,COMMUNICATION,4.5,7820209
450,COMMUNICATION,4.0,9498
451,COMMUNICATION,4.3,4604483
452,COMMUNICATION,4.3,4188142
453,COMMUNICATION,4.2,88427
454,COMMUNICATION,4.5,305218
455,COMMUNICATION,4.6,183374
456,COMMUNICATION,4.1,20901
457,COMMUNICATION,4.0,122595
458,COMMUNICATION,4.2,124346
459,COMMUNICATION,4.6,837842
460,COMMUNICATION,4.1,255
461,COMMUNICATION,4.3,41420
462,COMMUNICATION,4.2,44706
463,COMMUNICATION,4.3,23707
464,COMMUNICATION,4.0,3419513
465,COMMUNICATION,4.3,4785988
466,COMMUNICATION,4.2,594728
467,COMMUNICATION,4.3,11335255
468,COMMUNICATION,4.1,10484169
469,COMMUNICATION,4.2,5387446
470,COMMUNICATION,4.1,29208
471,COMMUNICATION,4.6,191032
472,COMMUNICATION,4.3,350154
473,COMMUNICATION,4.2,244863
474,COMMUNICATION,4.2,10790289
475,COMMUNICATION,4.3,2546527
476,DATING,4.2,1545
477,DATING,2.6,57
481,DATING,3.5,2
482,DATING,4.0,516801
483,DATING,4.1,285726
484,DATING,3.7,76646
485,DATING,4.1,2556
486,DATING,4.2,7779
487,DATING,4.5,61637
488,DATING,4.4,12632
489,DATING,4.2,313724
490,DATING,4.0,48845
491,DATING,4.1,305708
492,DATING,3.1,31320
493,DATING,4.4,172460
494,DATING,4.2,4195
495,DATING,4.1,11633
496,DATING,3.9,10212
497,DATING,4.3,37053
498,DATING,4.4,667
499,DATING,3.5,13202
500,DATING,4.0,28671
501,DATING,3.3,1157
502,DATING,4.5,212626
503,DATING,4.4,222888
504,DATING,4.1,2067
505,DATING,3.9,1643
506,DATING,3.9,105
507,DATING,3.6,3414
508,DATING,4.0,42194
509,DATING,3.6,11806
510,DATING,3.4,1999
511,DATING,4.2,22544
512,DATING,4.1,97684
513,DATING,3.4,2519
514,DATING,3.0,1146
515,DATING,4.6,13046
516,DATING,4.1,17268
517,DATING,3.9,8722
518,DATING,1.9,953
519,DATING,3.5,2593
520,DATING,2.5,5377
521,DATING,3.9,852
522,DATING,3.4,212
523,DATING,3.5,1972
524,DATING,4.4,35206
525,DATING,3.8,5164
526,DATING,4.2,1939
527,DATING,2.5,277
528,DATING,2.8,80
529,DATING,4.1,825
530,DATING,4.2,40035
531,DATING,3.5,1093
532,DATING,4.3,135418
533,DATING,3.3,1601
534,DATING,4.1,2212
535,DATING,4.2,57081
536,DATING,3.5,241
537,DATING,4.2,63986
538,DATING,4.4,7888
539,DATING,4.1,535
540,DATING,4.2,5084
541,DATING,4.3,2430
542,DATING,4.1,285726
543,DATING,4.0,48845
544,DATING,4.1,2556
545,DATING,4.2,7779
546,DATING,3.0,837
547,DATING,4.4,12632
548,DATING,4.5,61637
549,DATING,2.5,5377
550,DATING,4.1,11633
551,DATING,4.2,313724
552,DATING,4.0,738
553,DATING,4.1,305708
554,DATING,1.9,953
555,DATING,3.3,4631
556,DATING,4.4,222888
557,DATING,4.1,17268
558,DATING,3.8,5164
559,DATING,4.1,4953
560,DATING,4.2,4195
561,DATING,4.0,28671
562,DATING,4.5,212626
563,DATING,3.7,1439
564,DATING,3.9,1645
565,DATING,3.5,13204
566,DATING,3.9,853
567,DATING,4.0,337
568,DATING,4.6,13049
569,DATING,4.0,51698
570,DATING,4.1,923
571,DATING,4.2,1546
572,DATING,3.3,149
573,DATING,4.4,198
574,DATING,4.3,135420
575,DATING,4.2,22545
576,DATING,3.9,8723
577,DATING,4.3,23170
578,DATING,3.4,13890
579,DATING,4.2,57083
580,DATING,4.1,537
581,DATING,4.0,13440
582,DATING,3.6,143
583,DATING,4.2,1059
584,DATING,3.5,894
585,DATING,4.0,6191
586,DATING,4.1,2212
587,DATING,4.1,15081
588,DATING,2.8,80
589,DATING,4.4,218
590,DATING,4.4,35205
591,DATING,4.2,243950
592,DATING,4.1,236
593,DATING,4.2,5152
594,DATING,3.9,1576
595,DATING,4.1,6701
596,DATING,4.2,40039
597,DATING,3.9,742
598,DATING,4.0,187
599,DATING,4.2,2506
600,DATING,4.5,182986
601,DATING,3.9,8661
602,DATING,3.6,8
603,DATING,4.4,59
604,DATING,3.5,35
605,DATING,4.4,28
606,DATING,4.8,125
607,DATING,4.6,185
608,DATING,4.7,6
609,DATING,4.8,110
611,DATING,2.7,3
612,DATING,5.0,5
614,DATING,4.8,84
615,DATING,5.0,2
616,DATING,4.8,20
618,DATING,4.9,776
619,DATING,3.0,2
622,DATING,4.7,14
625,DATING,1.0,1
633,DATING,5.0,5
634,DATING,4.7,18
636,DATING,5.0,6
640,DATING,5.0,5
645,DATING,3.0,1
646,DATING,4.1,11
654,DATING,5.0,3
655,DATING,3.7,101
656,DATING,4.5,120
657,DATING,4.2,24
661,DATING,4.3,6
662,DATING,4.1,4954
663,DATING,1.9,954
664,DATING,4.1,2560
665,DATING,4.4,59
667,DATING,3.9,10212
668,DATING,3.9,105
670,DATING,4.0,42197
671,DATING,4.4,28
672,DATING,4.7,6
673,DATING,3.8,5168
674,DATING,4.4,12633
675,DATING,4.4,41605
676,DATING,3.6,8
677,DATING,4.4,218
678,DATING,2.7,3
679,DATING,4.3,2433
680,DATING,4.6,185
681,DATING,2.8,80
682,DATING,3.5,35
684,DATING,3.4,5
685,DATING,4.8,125
686,DATING,4.7,791
687,DATING,4.8,110
688,DATING,4.8,5323
689,DATING,4.7,478
690,DATING,4.1,825
691,DATING,3.5,69
692,DATING,4.7,158
693,DATING,3.8,24
694,DATING,2.9,53
695,DATING,4.5,182986
696,DATING,3.3,1157
697,DATING,4.1,97699
699,EDUCATION,4.7,6289924
700,EDUCATION,4.6,181893
701,EDUCATION,4.7,2544
702,EDUCATION,4.6,85375
703,EDUCATION,4.7,314299
705,EDUCATION,4.5,9770
706,EDUCATION,4.7,32346
707,EDUCATION,4.8,4075
708,EDUCATION,4.6,10611
709,EDUCATION,4.6,9321
710,EDUCATION,4.6,56065
711,EDUCATION,4.2,14286
712,EDUCATION,4.9,133136
713,EDUCATION,3.8,2469
714,EDUCATION,4.2,36212
715,EDUCATION,4.4,390
716,EDUCATION,4.4,1090
717,EDUCATION,4.3,266948
718,EDUCATION,4.5,342918
719,EDUCATION,4.4,748
720,EDUCATION,4.6,172640
721,EDUCATION,3.9,61
722,EDUCATION,4.4,1619
723,EDUCATION,4.3,3168
724,EDUCATION,4.4,29855
725,EDUCATION,4.2,6736
726,EDUCATION,4.4,7005
727,EDUCATION,4.0,889
728,EDUCATION,4.2,5741
729,EDUCATION,3.8,27572
730,EDUCATION,4.5,10852
731,EDUCATION,4.7,9888
732,EDUCATION,4.5,1929
733,EDUCATION,4.3,1516
734,EDUCATION,4.2,215301
735,EDUCATION,4.3,423
736,EDUCATION,4.7,254519
737,EDUCATION,4.7,1107903
738,EDUCATION,4.6,85375
739,EDUCATION,4.6,181893
740,EDUCATION,4.6,211856
741,EDUCATION,4.5,99020
742,EDUCATION,4.4,90481
743,EDUCATION,4.6,32381
744,EDUCATION,4.5,248912
745,EDUCATION,4.5,248555
746,EDUCATION,4.2,215301
747,EDUCATION,4.4,272145
748,EDUCATION,4.4,56897
749,EDUCATION,4.2,8599
750,EDUCATION,4.5,41185
751,EDUCATION,4.1,29980
752,EDUCATION,4.0,304
753,EDUCATION,4.1,358
754,EDUCATION,4.3,11904
755,EDUCATION,4.3,22251
756,EDUCATION,4.3,22384
757,EDUCATION,4.5,99020
758,EDUCATION,4.6,73404
759,EDUCATION,4.1,12733
760,EDUCATION,4.6,25183
761,EDUCATION,4.7,52743
762,EDUCATION,4.7,61749
763,EDUCATION,4.3,55704
764,EDUCATION,4.7,19277
765,EDUCATION,4.6,13612
766,EDUCATION,4.6,37862
767,EDUCATION,4.6,18372
768,EDUCATION,4.3,656
769,EDUCATION,4.2,240
770,EDUCATION,4.0,275
771,EDUCATION,4.5,13791
772,EDUCATION,4.2,3692
773,EDUCATION,4.1,2363
774,EDUCATION,4.4,1769
775,EDUCATION,4.0,430
776,EDUCATION,4.5,756
777,EDUCATION,4.4,3963
778,EDUCATION,4.0,316
779,EDUCATION,4.2,642
780,EDUCATION,4.3,1058
781,EDUCATION,4.2,2277
782,EDUCATION,4.6,85375
783,EDUCATION,4.6,181893
784,EDUCATION,4.7,6290507
785,EDUCATION,4.6,211856
786,EDUCATION,4.4,90481
787,EDUCATION,4.5,99020
788,EDUCATION,4.3,22384
789,EDUCATION,4.6,32380
790,EDUCATION,4.5,172505
791,EDUCATION,4.2,69493
792,EDUCATION,4.2,8599
793,EDUCATION,4.7,1107884
794,EDUCATION,4.5,41185
795,EDUCATION,4.6,7973
796,EDUCATION,4.3,266935
797,EDUCATION,4.2,5695
798,EDUCATION,4.7,142632
799,EDUCATION,4.7,6290507
800,EDUCATION,4.4,55256
801,EDUCATION,4.5,172508
802,EDUCATION,4.4,54798
803,EDUCATION,4.0,4815
804,EDUCATION,4.6,75112
805,EDUCATION,4.4,33646
806,EDUCATION,4.7,1107903
807,EDUCATION,4.7,314300
808,EDUCATION,4.3,206527
809,EDUCATION,4.1,9348
810,EDUCATION,4.2,3816
811,EDUCATION,4.3,47847
812,EDUCATION,4.3,16195
813,EDUCATION,4.3,206
814,EDUCATION,4.0,28392
815,EDUCATION,4.2,3241
816,EDUCATION,4.0,835
817,EDUCATION,4.0,2525
818,EDUCATION,3.8,828
819,EDUCATION,4.6,211856
820,EDUCATION,4.1,200058
821,EDUCATION,3.9,1239
822,EDUCATION,4.1,702
823,EDUCATION,4.5,108613
824,EDUCATION,4.2,69498
825,EDUCATION,4.4,148550
826,EDUCATION,4.7,6290507
827,EDUCATION,4.0,3847
828,EDUCATION,4.4,55256
829,EDUCATION,4.4,84309
830,EDUCATION,4.0,4815
831,EDUCATION,4.5,172508
832,EDUCATION,4.7,1107948
833,EDUCATION,4.3,266948
834,EDUCATION,4.5,14206
835,EDUCATION,4.3,206532
836,EDUCATION,4.1,9348
837,EDUCATION,4.3,14700
838,EDUCATION,4.5,42828
839,EDUCATION,4.2,40209
840,EDUCATION,4.6,37862
841,EDUCATION,3.5,1405
842,EDUCATION,4.2,69498
843,EDUCATION,4.4,148549
844,EDUCATION,4.4,84311
845,EDUCATION,4.6,211856
846,EDUCATION,4.3,206532
847,EDUCATION,4.5,172508
848,EDUCATION,4.8,256079
849,EDUCATION,4.4,2078
850,EDUCATION,4.1,16103
851,EDUCATION,4.9,11
852,EDUCATION,4.7,21
853,EDUCATION,4.7,31085
854,EDUCATION,4.7,3528
855,ENTERTAINMENT,4.4,5456208
856,ENTERTAINMENT,4.0,11656
857,ENTERTAINMENT,4.2,28948
858,ENTERTAINMENT,4.3,296771
859,ENTERTAINMENT,4.5,470089
860,ENTERTAINMENT,3.5,10939
861,ENTERTAINMENT,4.2,98509
862,ENTERTAINMENT,3.1,5241
863,ENTERTAINMENT,4.6,22508
864,ENTERTAINMENT,4.2,10291
865,ENTERTAINMENT,4.3,7165362
866,ENTERTAINMENT,4.3,4885646
867,ENTERTAINMENT,4.1,141980
868,ENTERTAINMENT,3.8,6979
869,ENTERTAINMENT,3.4,46618
870,ENTERTAINMENT,4.3,103078
871,ENTERTAINMENT,4.4,17682
872,ENTERTAINMENT,4.4,37000
873,ENTERTAINMENT,4.0,175528
874,ENTERTAINMENT,3.7,1828284
875,ENTERTAINMENT,3.9,34923
876,ENTERTAINMENT,4.5,684116
877,ENTERTAINMENT,4.4,46916
878,ENTERTAINMENT,4.3,407698
879,ENTERTAINMENT,4.2,702975
880,ENTERTAINMENT,4.2,32458
881,ENTERTAINMENT,4.5,235496
882,ENTERTAINMENT,4.7,11661
